"Subject","Experiment","ratio","Condition"
102,"Study1","0,644444444","Boundary"
103,"Study1","0,377777778","Boundary"
104,"Study1","0,555555556","Boundary"
105,"Study1","0,533333333","Boundary"
106,"Study1","0,488888889","Boundary"
107,"Study1","0,466666667","Boundary"
108,"Study1","0,422222222","Boundary"
109,"Study1","0,577777778","Boundary"
110,"Study1","0,511111111","Boundary"
111,"Study1","0,6","Boundary"
112,"Study1","0,533333333","Boundary"
113,"Study1","0,444444444","Boundary"
114,"Study1","0,622222222","Boundary"
115,"Study1","0,4","Boundary"
116,"Study1","0,644444444","Boundary"
117,"Study1","0,622222222","Boundary"
118,"Study1","0,555555556","Boundary"
122,"Study1","0,466666667","Boundary"
123,"Study1","0,555555556","Boundary"
124,"Study1","0,644444444","Boundary"
125,"Study1","0,4","Boundary"
140,"Study1","0,444444444","Boundary"
141,"Study1","0,511111111","Boundary"
146,"Study1","0,511111111","Boundary"
149,"Study1","0,4","Boundary"
150,"Study1","0,444444444","Boundary"
152,"Study1","0,666666667","Boundary"
155,"Study1","0,555555556","Boundary"
165,"Study1","0,355555556","Boundary"
166,"Study1","0,488888889","Boundary"
167,"Study1","0,511111111","Boundary"
168,"Study1","0,311111111","Boundary"
169,"Study1","0,666666667","Boundary"
170,"Study1","0,577777778","Boundary"
102,"Study1","0,583333333","SameContext"
103,"Study1","0,6","SameContext"
104,"Study1","0,7","SameContext"
105,"Study1","0,6","SameContext"
106,"Study1","0,45","SameContext"
107,"Study1","0,533333333","SameContext"
108,"Study1","0,466666667","SameContext"
109,"Study1","0,433333333","SameContext"
110,"Study1","0,683333333","SameContext"
111,"Study1","0,55","SameContext"
112,"Study1","0,65","SameContext"
113,"Study1","0,683333333","SameContext"
114,"Study1","0,666666667","SameContext"
115,"Study1","0,55","SameContext"
116,"Study1","0,683333333","SameContext"
117,"Study1","0,633333333","SameContext"
118,"Study1","0,5","SameContext"
122,"Study1","0,533333333","SameContext"
123,"Study1","0,733333333","SameContext"
124,"Study1","0,883333333","SameContext"
125,"Study1","0,65","SameContext"
140,"Study1","0,566666667","SameContext"
141,"Study1","0,516666667","SameContext"
146,"Study1","0,516666667","SameContext"
149,"Study1","0,6","SameContext"
150,"Study1","0,716666667","SameContext"
152,"Study1","0,666666667","SameContext"
155,"Study1","0,533333333","SameContext"
165,"Study1","0,45","SameContext"
166,"Study1","0,75","SameContext"
167,"Study1","0,733333333","SameContext"
168,"Study1","0,5","SameContext"
169,"Study1","0,7","SameContext"
170,"Study1","0,583333333","SameContext"
