Block         TrialNumb     Type          JudgeRT       JudgeRESP     ObjectStim    ImageOnset    ISIonset
1             1             First         0             NoResponse    AARTMELON.jpg  4.693         3.185 
1             2             SameContext   1282          k             AARCCHAR2.jpg  10.214        8.706 
1             3             SameContext   825           j             Aruler12.jpg   15.735        14.227 
1             4             SameContext   672           k             Aleopard19.jpg               21.256        19.748 
1             5             SameContext   1462          j             Aashtray67.jpg               26.778        25.269 
1             6             SameContext   565           k             Awheatstalks2.jpg            32.299        30.79 
1             7             SameContext   732           k             AHEDGEHOG.jpg  37.82         36.311 
1             8             SameContext   1267          k             blueberriespack.jpg          43.341        41.832 
1             9             Boundary      1154          d             AANTHAT2.jpg   48.862        47.353 
1             10            SameContext   985           d             ABAGEL.jpg     54.383        52.874 
1             11            SameContext   840           d             AFRAME15.jpg   59.904        58.395 
1             12            SameContext   815           d             Abinder6.jpg   65.425        63.916 
1             13            SameContext   1062          d             AWEIGHT11.jpg  70.946        69.437 
1             14            SameContext   1133          d             Abrassbu2.jpg  76.467        74.958 
1             15            SameContext   788           d             ASUSHI9.jpg    81.988        80.479 
1             16            SameContext   1075          d             battery.jpg    87.509        86 
1             17            Boundary      810           j             ASMOKDE16.jpg  93.03         91.522 
1             18            SameContext   689           j             ADAQUIRI.jpg   98.551        97.043 
1             19            SameContext   904           j             AMICROWA2.jpg  104.072       102.564 
1             20            SameContext   766           k             ATRIUMPH3.jpg  109.594       108.085 
1             21            SameContext   1797          k             Acactus58.jpg  115.115       113.606 
1             22            SameContext   860           j             baseballbat04.jpg            120.636       119.127 
1             23            SameContext   715           j             ABLOODCEA.jpg  126.157       124.648 
1             24            SameContext   586           k             Aammonitefo14.jpg            131.678       130.169 
1             25            Boundary      737           d             AVIOLINCO.jpg  137.199       135.69 
1             26            SameContext   840           d             Aflask19.jpg   142.72        141.211 
1             27            SameContext   855           f             AARTICHO1.jpg  148.241       146.732 
1             28            SameContext   678           f             AHIBACHI.jpg   153.762       152.253 
1             29            SameContext   1557          d             broom.jpg      159.283       157.774 
1             30            SameContext   1156          d             Aglassbottle6.jpg            164.804       163.295 
1             31            SameContext   843           d             Avacuum20.jpg  170.325       168.816 
1             32            Last          762           f             AWINDSU21.jpg  175.846       174.337 
2             1             First         0             NoResponse    AFERRAF40.jpg  4.631         3.123 
2             2             SameContext   1583          k             Abaggcon2.jpg  10.153        8.644 
2             3             SameContext   734           j             ASEWING.jpg    15.674        14.165 
2             4             SameContext   973           j             Akeyboard3.jpg               21.195        19.686 
2             5             SameContext   1236          j             AMIXER1.jpg    26.716        25.207 
2             6             SameContext   1139          k             ACAROSLI2.jpg  32.237        30.728 
2             7             SameContext   850           j             ASALABOW4.jpg  37.758        36.249 
2             8             SameContext   593           j             AOVENMIT5.jpg  43.279        41.77 
2             9             Boundary      920           f             ASNBRD2.jpg    48.8          47.291 
2             10            SameContext   1367          f             cinnamonroll.jpg             54.321        52.812 
2             11            SameContext   1334          d             chocolatbox.jpg              59.842        58.333 
2             12            SameContext   661           d             Abowlofporrid.jpg            65.363        63.854 
2             13            SameContext   652           d             ABOOK23.jpg    70.884        69.375 
2             14            SameContext   851           d             ASLED7.jpg     76.405        74.897 
2             15            SameContext   1274          d             AMANJUI2.jpg   81.926        80.418 
2             16            SameContext   1097          f             AAMMO4.jpg     87.447        85.939 
2             17            Boundary      1456          j             brownie.jpg    92.968        91.46 
2             18            SameContext   1110          j             ADART3.jpg     98.49         96.981 
2             19            SameContext   885           j             Abaseballcap.jpg             104.011       102.502 
2             20            SameContext   756           k             Aflower102.jpg               109.532       108.023 
2             21            SameContext   1323          j             ACANTELOP.jpg  115.053       113.544 
2             22            SameContext   1194          j             Abasket108.jpg               120.574       119.065 
2             23            SameContext   745           k             ACAROUSE2.jpg  126.095       124.586 
2             24            SameContext   992           j             basketball.jpg               131.616       130.107 
2             25            Boundary      1311          f             ABUDDHA18.jpg  137.137       135.628 
2             26            SameContext   1550          f             ARASPBER2.jpg  142.658       141.149 
2             27            SameContext   1781          d             AAFRIMAS5.jpg  148.179       146.67 
2             28            SameContext   700           f             ACONBENCH.jpg  153.7         152.191 
2             29            SameContext   819           d             Alaundrybask2.jpg            159.221       157.712 
2             30            SameContext   1266          d             Afan49.jpg     164.742       163.234 
2             31            SameContext   2233          f             ADOGSNACK.jpg  170.263       168.755 
2             32            Last          696           f             clownfish.jpg  175.784       174.276 
3             1             First         1231          d             ACANOL.jpg     4.625         3.116 
3             2             SameContext   782           f             Ahousboa2.jpg  10.146        8.637 
3             3             SameContext   717           f             Atoyball.jpg   15.667        14.158 
3             4             SameContext   828           f             Azebra8.jpg    21.188        19.679 
3             5             SameContext   787           d             AMEATGR14.jpg  26.709        25.201 
3             6             SameContext   754           f             Agasblower2.jpg              32.23         30.722 
3             7             SameContext   1049          d             ABOX8.jpg      37.751        36.243 
3             8             SameContext   1280          d             Acandlehold17.jpg            43.272        41.764 
3             9             Boundary      1734          j             AORGAN.jpg     48.794        47.285 
3             10            SameContext   1381          k             AANTCASH3.jpg  54.315        52.806 
