Block         TrialNumb     Type          JudgeRT       JudgeRESP     ObjectStim    ImageOnset    ISIonset
1             1             First         0             NoResponse    Asunflower3.jpg              4.695         3.187 
1             2             SameContext   0             NoResponse    batslbir.jpg   10.216        8.708 
1             3             SameContext   1223          j             Ateacherscert.jpg            15.737        14.229 
1             4             SameContext   1101          j             ATHERMO12.jpg  21.258        19.75 
1             5             SameContext   1524          k             ADOGLEAS2.jpg  26.78         25.271 
1             6             SameContext   986           k             AGOLFIRON.jpg  32.301        30.792 
1             7             SameContext   826           k             AWISHWELL.jpg  37.822        36.313 
1             8             SameContext   1072          k             AANTTRUCK.jpg  43.343        41.834 
1             9             Boundary      1079          f             Astonecarvin8.jpg            48.864        47.355 
1             10            SameContext   878           d             ASCSIPORT.jpg  54.385        52.876 
1             11            SameContext   933           d             chocolatbox.jpg              59.906        58.397 
1             12            SameContext   725           f             ADRILL3.jpg    65.427        63.918 
1             13            SameContext   867           f             Apitchfork4.jpg              70.948        69.439 
1             14            SameContext   890           f             Atelescope2.jpg              76.469        74.96 
1             15            SameContext   769           d             AFILM.jpg      81.99         80.481 
1             16            SameContext   760           d             ASALABOW4.jpg  87.511        86.002 
1             17            Boundary      1023          j             Anailscissors.jpg            93.032        91.523 
1             18            SameContext   1046          k             Brusselssprouts.jpg          98.553        97.044 
1             19            SameContext   877           k             Asaturn.jpg    104.074       102.565 
1             20            SameContext   716           j             Ahourglass4.jpg              109.595       108.087 
1             21            SameContext   1363          j             ANUTCRA10.jpg  115.116       113.608 
1             22            SameContext   714           j             Adiamondring3.jpg            120.637       119.129 
1             23            SameContext   1321          j             ANWSPAPER.jpg  126.158       124.65 
1             24            SameContext   1263          j             ABIRDCAG2.jpg  131.68        130.171 
1             25            Boundary      742           f             APIESERVE.jpg  137.201       135.692 
1             26            SameContext   1069          f             Abaggcon2.jpg  142.722       141.213 
1             27            SameContext   636           d             AMANJUI2.jpg   148.243       146.734 
1             28            SameContext   755           f             AARCCHAR2.jpg  153.764       152.255 
1             29            SameContext   666           d             Acomputer9.jpg               159.285       157.776 
1             30            SameContext   841           d             Aspeakers4.jpg               164.806       163.297 
1             31            SameContext   1008          d             ABILLTABL.jpg  170.327       168.818 
1             32            Last          711           d             B_orange.jpg   175.848       174.339 
2             1             First         2134          j             Afloweredsan3.jpg            4.61          3.101 
2             2             SameContext   804           j             AMIXER1.jpg    10.131        8.622 
2             3             SameContext   955           j             ACANDLE30.jpg  15.652        14.143 
2             4             SameContext   818           j             A3bday5.jpg    21.173        19.664 
2             5             SameContext   1226          j             Atriangle2.jpg               26.694        25.185 
2             6             SameContext   1000          k             canopy.jpg     32.215        30.706 
2             7             SameContext   1031          k             Aclothespin2.jpg             37.736        36.227 
2             8             SameContext   646           j             Alipstick3.jpg               43.257        41.748 
2             9             Boundary      1366          d             ABUGLE2.jpg    48.778        47.269 
2             10            SameContext   900           f             ASCREEN3.jpg   54.299        52.79 
2             11            SameContext   1044          d             Agluegun.jpg   59.82         58.312 
2             12            SameContext   834           d             Aantiquesofa4.jpg            65.341        63.833 
2             13            SameContext   673           f             Abarn4.jpg     70.862        69.354 
2             14            SameContext   920           f             ACOCONUT2.jpg  76.383        74.875 
2             15            SameContext   727           d             ACOMB11.jpg    81.904        80.396 
2             16            SameContext   789           d             A100FRAN3.jpg  87.426        85.917 
2             17            Boundary      908           k             APARKMET6.jpg  92.947        91.438 
2             18            SameContext   835           j             ALADLE5.jpg    98.468        96.959 
2             19            SameContext   850           j             ABLACKNEC.jpg  103.989       102.48 
2             20            SameContext   1705          j             airhocckytable.jpg           109.51        108.001 
2             21            SameContext   864           j             Atoyball.jpg   115.031       113.522 
2             22            SameContext   807           k             AHORSHOE2.jpg  120.552       119.043 
2             23            SameContext   1254          k             ATOQUE4.jpg    126.073       124.564 
2             24            SameContext   805           k             ATEALANT8.jpg  131.594       130.085 
2             25            Boundary      676           d             ASTRAINE8.jpg  137.115       135.606 
2             26            SameContext   595           f             AOUTHOUSE.jpg  142.636       141.127 
2             27            SameContext   618           d             Acarrot.jpg    148.157       146.648 
2             28            SameContext   961           d             ABOX8.jpg      153.678       152.169 
2             29            SameContext   944           f             ABUDDHA18.jpg  159.199       157.69 
2             30            SameContext   639           d             ACOFFTA18.jpg  164.72        163.212 
2             31            SameContext   590           d             Aruler12.jpg   170.241       168.733 
2             32            Last          645           f             Aornamentalt5.jpg            175.762       174.254 
3             1             First         1538          j             AAMBULAN7.jpg  4.63          3.121 
3             2             SameContext   1665          k             ABULDOZER.jpg  10.151        8.643 
3             3             SameContext   880           k             Awindmill3.jpg               15.672        14.164 
3             4             SameContext   727           j             Abeermug11.jpg               21.193        19.685 
3             5             SameContext   598           k             ABIRDHOU9.jpg  26.714        25.206 
3             6             SameContext   980           j             ASMOKDE16.jpg  32.236        30.727 
3             7             SameContext   682           j             AELECRAZ7.jpg  37.757        36.248 
3             8             SameContext   761           j             B_brush.jpg    43.278        41.769 
3             9             Boundary      808           d             ACHINLAMP.jpg  48.799        47.29 
3             10            SameContext   736           f             ACONSTHA2.jpg  54.32         52.811 
3             11            SameContext   703           f             Agasblower2.jpg              59.841        58.332 
3             12            SameContext   694           d             AOVENMIT5.jpg  65.362        63.853 
3             13            SameContext   557           d             ADOGFOOD.jpg   70.883        69.374 
3             14            SameContext   804           d             AGLASSBA4.jpg  76.404        74.895 
3             15            SameContext   754           f             ACAMPFIRE.jpg  81.925        80.416 
3             16            SameContext   626           d             Atennisball2.jpg             87.446        85.937 
3             17            Boundary      785           j             ASHIRTSK2.jpg  92.967        91.458 
3             18            SameContext   791           k             Arecyclingbox.jpg            98.488        96.979 
3             19            SameContext   822           j             Aservicedesk.jpg             104.009       102.5 
3             20            SameContext   1021          k             AWATEHOSE.jpg  109.53        108.021 
3             21            SameContext   909           j             APEPPSHA4.jpg  115.051       113.543 
3             22            SameContext   779           j             Acamera101.jpg               120.572       119.064 
3             23            SameContext   714           j             acquarium.jpg  126.093       124.585 
3             24            SameContext   649           k             ADRYWOOD.jpg   131.614       130.106 
3             25            Boundary      808           d             ADUSTER5.jpg   137.135       135.627 
3             26            SameContext   678           f             Abackpack11.jpg              142.657       141.148 
3             27            SameContext   941           d             APOGO4.jpg     148.178       146.669 
3             28            SameContext   588           f             Aancientbuild.jpg            153.699       152.19 
3             29            SameContext   1051          f             AASPHALT.jpg   159.22        157.711 
3             30            SameContext   722           f             Astrawberryde.jpg            164.741       163.232 
3             31            SameContext   625           f             Astadium.jpg   170.262       168.753 
3             32            Last          936           f             ACAT6.jpg      175.783       174.274 
4             1             First         2075          d             Afoodgrinder2.jpg            4.629         3.12 
4             2             SameContext   682           d             Abowlofporrid.jpg            10.15         8.641 
4             3             SameContext   1265          f             AFERRY5.jpg    15.671        14.162 
4             4             SameContext   912           f             Abeesonahoney.jpg            21.192        19.683 
4             5             SameContext   623           f             Aleopard19.jpg               26.713        25.204 
4             6             SameContext   758           d             ACHESSPI4.jpg  32.234        30.725 
4             7             SameContext   949           f             ATOOL9.jpg     37.755        36.246 
4             8             SameContext   748           f             AFOUNTAI5.jpg  43.276        41.767 
4             9             Boundary      891           j             APEELER.jpg    48.797        47.288 
4             10            SameContext   882           j             blueberriespack.jpg          54.318        52.809 
4             11            SameContext   729           k             APICNICBL.jpg  59.839        58.33 
4             12            SameContext   1096          j             Abloodorange.jpg             65.36         63.851 
4             13            SameContext   591           k             ARCMPPOL2.jpg  70.881        69.372 
4             14            SameContext   726           j             Aopenbriefcas.jpg            76.402        74.894 
4             15            SameContext   781           j             brownie.jpg    81.923        80.415 
4             16            SameContext   700           k             Asafetybelt.jpg              87.444        85.936 
4             17            Boundary      731           f             AHEADLI18.jpg  92.965        91.457 
4             18            SameContext   642           d             ACHRIST14.jpg  98.486        96.978 
4             19            SameContext   904           f             angelfish.jpg  104.008       102.499 
4             20            SameContext   831           d             ACAPTAIN9.jpg  109.529       108.02 
4             21            SameContext   918           d             ADART3.jpg     115.05        113.541 
4             22            SameContext   813           d             Aspoolofthre6.jpg            120.571       119.062 
4             23            SameContext   788           d             Acandlehold17.jpg            126.092       124.583 
4             24            SameContext   787           d             Achrisd25.jpg  131.613       130.104 
4             25            Boundary      866           k             chinchilla.jpg               137.134       135.625 
4             26            SameContext   745           j             Asoapdish3.jpg               142.655       141.146 
4             27            SameContext   720           j             Abasket108.jpg               148.176       146.667 
4             28            SameContext   719           k             Ajetski15.jpg  153.697       152.188 
4             29            SameContext   702           j             ACHERRY.jpg    159.218       157.709 
4             30            SameContext   845           k             ATOWER3.jpg    164.739       163.23 
4             31            SameContext   716           k             Agolfbag.jpg   170.26        168.751 
4             32            Last          1779          k             Aaircompress6.jpg            175.781       174.272 
5             1             First         1353          j             cigarette03.jpg              4.631         3.123 
5             2             SameContext   1216          j             Aeasteregg14.jpg             10.152        8.644 
5             3             SameContext   1127          j             AANTCASH3.jpg  15.673        14.165 
5             4             SameContext   501           k             Awindmill4.jpg               21.195        19.686 
5             5             SameContext   964           k             Acorn10.jpg    26.716        25.207 
5             6             SameContext   555           k             Ahousboa2.jpg  32.237        30.728 
5             7             SameContext   626           k             Abuilding5.jpg               37.758        36.249 
5             8             SameContext   593           k             ADUNEBUGG.jpg  43.279        41.77 
5             9             Boundary      912           f             ASTEPPER.jpg   48.8          47.291 
5             10            SameContext   695           f             ant.jpg        54.321        52.812 
5             11            SameContext   782           d             ASTAMPS.jpg    59.842        58.333 
5             12            SameContext   885           d             bands-a.jpg    65.363        63.854 
5             13            SameContext   892           d             APERSRUG.jpg   70.884        69.375 
5             14            SameContext   571           d             ACUSHIO60.jpg  76.405        74.896 
5             15            SameContext   850           f             AJACKOL23.jpg  81.926        80.417 
5             16            SameContext   1297          f             AANTHAT2.jpg   87.447        85.938 
5             17            Boundary      920           k             AARTPLANT.jpg  92.968        91.459 
5             18            SameContext   543           k             AFERRAF40.jpg  98.489        96.981 
5             19            SameContext   798           j             ATOILBAG2.jpg  104.01        102.502 
5             20            SameContext   965           j             Acomputerbag.jpg             109.531       108.023 
5             21            SameContext   740           j             ATIE16.jpg     115.052       113.544 
5             22            SameContext   690           j             ALOAFBR4.jpg   120.574       119.065 
5             23            SameContext   801           k             Astaplegun3.jpg              126.095       124.586 
5             24            SameContext   800           k             aardvark.jpg   131.616       130.107 
5             25            Boundary      775           d             AHOSPBED.jpg   137.137       135.628 
5             26            SameContext   598           d             ACHAIR.jpg     142.658       141.149 
5             27            SameContext   645           d             Afruitbasket2.jpg            148.179       146.67 
5             28            SameContext   1044          f             Aconcreteblo3.jpg            153.7         152.191 
5             29            SameContext   483           f             Abaleofhay.jpg               159.221       157.712 
5             30            SameContext   714           d             Akeyboard3.jpg               164.742       163.233 
5             31            SameContext   721           d             AWOODPER5.jpg  170.263       168.754 
5             32            Last          648           d             AELECBEA6.jpg  175.784       174.275 
6             1             First         0             NoResponse    ATELEBO13.jpg  4.635         3.127 
6             2             SameContext   1051          j             ACUTLERYB.jpg  10.156        8.648 
