Block         TrialNumb     Type          JudgeRT       JudgeRESP     ObjectStim    ImageOnset    ISIonset
1             1             First         0             NoResponse    Ahourglass4.jpg              4.745         3.236 
1             2             SameContext   0             NoResponse    ACOWBELL6.jpg  10.266        8.757 
1             3             SameContext   0             NoResponse    A3leafcl4.jpg  15.787        14.278 
1             4             SameContext   1636          j             Ablackboardw3.jpg            21.308        19.799 
1             5             SameContext   1739          j             ACOFFPOT3.jpg  26.829        25.32 
1             6             SameContext   1274          j             AMICRO67.jpg   32.35         30.841 
1             7             SameContext   1809          j             Aopenbriefcas.jpg            37.871        36.362 
1             8             SameContext   1808          j             AELECRAZ7.jpg  43.392        41.883 
1             9             Boundary      1799          d             Acomputerkey2.jpg            48.913        47.404 
1             10            SameContext   1726          f             AJACKOL23.jpg  54.434        52.925 
1             11            SameContext   1229          f             Acanoe19.jpg   59.955        58.446 
1             12            SameContext   2180          d             Aflask19.jpg   65.476        63.967 
1             13            SameContext   1435          f             Acampingknife.jpg            70.997        69.489 
1             14            SameContext   1794          f             Ababseat2.jpg  76.518        75.01 
1             15            SameContext   1225          f             Acomputerbag.jpg             82.039        80.531 
1             16            SameContext   0             NoResponse    Aallterrain10.jpg            87.561        86.052 
1             17            Boundary      1574          j             ACUTLERYB.jpg  93.082        91.573 
1             18            SameContext   909           k             APARSLEY.jpg   98.603        97.094 
1             19            SameContext   2028          j             ABANJO5.jpg    104.124       102.615 
1             20            SameContext   1595          k             Aammonitefo14.jpg            109.645       108.136 
1             21            SameContext   1514          k             ACOMPAS20.jpg  115.166       113.657 
1             22            SameContext   1369          k             Acentipede4.jpg              120.687       119.178 
1             23            SameContext   1728          j             APHONEFA2.jpg  126.208       124.699 
1             24            SameContext   1247          k             Aflower102.jpg               131.729       130.22 
1             25            Boundary      1766          d             Agluegun.jpg   137.25        135.741 
1             26            SameContext   1029          f             Aashtray67.jpg               142.771       141.262 
1             27            SameContext   1716          f             ACOWBOYH3.jpg  148.292       146.783 
1             28            SameContext   1163          d             AORIGIRL3.jpg  153.813       152.304 
1             29            SameContext   970           f             Afloweredsan3.jpg            159.334       157.826 
1             30            SameContext   1385          d             Achrisd25.jpg  164.855       163.347 
1             31            SameContext   1024          d             Abugle12.jpg   170.376       168.868 
1             32            Last          1503          d             APOTGOLD2.jpg  175.897       174.389 
2             1             First         0             NoResponse    AHAMPER.jpg    4.624         3.115 
2             2             SameContext   0             NoResponse    Acabinetwithm.jpg            10.145        8.636 
2             3             SameContext   0             NoResponse    Acartofgroce3.jpg            15.666        14.157 
