Block         TrialNumb     Type          JudgeRT       JudgeRESP     ObjectStim    ImageOnset    ISIonset
1             1             First         0             NoResponse    Aornamentalt5.jpg            4.706         3.197 
1             2             SameContext   949           d             Ameasuringsp5.jpg            10.227        8.718 
1             3             SameContext   1412          f             Aflowerpot9.jpg              15.748        14.239 
1             4             SameContext   1059          d             Abarn4.jpg     21.269        19.76 
1             5             SameContext   714           f             Acastle22.jpg  26.79         25.281 
1             6             SameContext   929           d             Aantiquejuke2.jpg            32.311        30.802 
1             7             SameContext   1720          f             ASLED7.jpg     37.832        36.323 
1             8             SameContext   959           d             AORGAN.jpg     43.353        41.844 
1             9             Boundary      1926          k             Aallterrain10.jpg            48.874        47.365 
1             10            SameContext   989           k             Acanoe19.jpg   54.395        52.886 
1             11            SameContext   772           k             ADINGHY.jpg    59.916        58.407 
1             12            SameContext   1643          k             Acactus58.jpg  65.437        63.928 
1             13            SameContext   1178          j             ATHISEND4.jpg  70.958        69.45 
1             14            SameContext   977           j             AFIGHTP16.jpg  76.479        74.971 
1             15            SameContext   1527          k             AWEIGHT11.jpg  82            80.492 
1             16            SameContext   1015          j             AHEADSET.jpg   87.521        86.013 
1             17            Boundary      1301          d             A3bday5.jpg    93.043        91.534 
1             18            SameContext   763           d             catslglol.jpg  98.564        97.055 
1             19            SameContext   1259          d             ABALLBEAR.jpg  104.085       102.576 
1             20            SameContext   738           d             APHONEFA2.jpg  109.606       108.097 
1             21            SameContext   1088          f             Atrafficsign2.jpg            115.127       113.618 
1             22            SameContext   1784          d             Apokerchips3.jpg             120.648       119.139 
1             23            SameContext   911           f             Acoral7.jpg    126.169       124.66 
1             24            SameContext   661           d             ALOVSEA10.jpg  131.69        130.181 
1             25            Boundary      1549          j             chinchilla.jpg               137.211       135.702 
1             26            SameContext   852           k             aardvark.jpg   142.732       141.223 
1             27            SameContext   938           j             ABLACKNEC.jpg  148.253       146.744 
1             28            SameContext   954           j             B_orange.jpg   153.774       152.265 
1             29            SameContext   680           j             ADOGFOOD.jpg   159.295       157.786 
1             30            SameContext   936           j             ABANJO5.jpg    164.816       163.308 
1             31            SameContext   798           j             asparagus.jpg  170.337       168.829 
1             32            Last          1085          k             angelfish.jpg  175.858       174.35 
2             1             First         1538          j             butternutsquash.jpg          4.629         3.12 
2             2             SameContext   833           j             Athermosand12.jpg            10.15         8.642 
2             3             SameContext   864           j             Aavocado7.jpg  15.671        14.163 
2             4             SameContext   887           k             Atrailer5.jpg  21.192        19.684 
2             5             SameContext   1550          j             AANBABYCA.jpg  26.713        25.205 
