Block         TrialNumb     Type          JudgeRT       JudgeRESP     ObjectStim    ImageOnset    ISIonset
1             1             First         0             NoResponse    Abowlofporrid.jpg            4.737         3.228 
1             2             SameContext   0             NoResponse    A3leafcl4.jpg  10.258        8.749 
1             3             SameContext   0             NoResponse    AMANJUI2.jpg   15.779        14.27 
1             4             SameContext   0             NoResponse    Abutterflynet.jpg            21.3          19.791 
1             5             SameContext   0             NoResponse    AORGAN.jpg     26.821        25.312 
1             6             SameContext   0             NoResponse    ACOMPAS20.jpg  32.342        30.833 
1             7             SameContext   0             NoResponse    ACANDLE30.jpg  37.863        36.354 
1             8             SameContext   0             NoResponse    Apokerchips3.jpg             43.384        41.875 
1             9             Boundary      1999          k             Aleopard19.jpg               48.905        47.396 
1             10            SameContext   1318          k             ABUDDHA18.jpg  54.426        52.917 
1             11            SameContext   1629          k             angelfish.jpg  59.947        58.438 
1             12            SameContext   0             NoResponse    Acactus58.jpg  65.468        63.959 
1             13            SameContext   1291          j             Apercussioni3.jpg            70.989        69.48 
1             14            SameContext   882           j             Apaperclip6.jpg              76.51         75.002 
1             15            SameContext   1041          j             acquarium.jpg  82.031        80.523 
1             16            SameContext   1200          k             Acoral7.jpg    87.552        86.044 
1             17            Boundary      2023          d             APOTGOLD2.jpg  93.073        91.565 
1             18            SameContext   1253          f             ACHERRY.jpg    98.595        97.086 
1             19            SameContext   1020          d             APARKMET6.jpg  104.116       102.607 
1             20            SameContext   595           f             AARCH.jpg      109.637       108.128 
1             21            SameContext   1138          f             ACHAIR.jpg     115.158       113.649 
1             22            SameContext   0             NoResponse    AHEADLI18.jpg  120.679       119.17 
1             23            SameContext   848           f             AHIBACHI.jpg   126.2         124.691 
1             24            SameContext   1287          f             ABARPEAR.jpg   131.721       130.212 
1             25            Boundary      1806          j             ACAT6.jpg      137.242       135.733 
1             26            SameContext   1749          j             AFRAME15.jpg   142.763       141.254 
1             27            SameContext   1060          j             Aflask19.jpg   148.284       146.775 
1             28            SameContext   1219          k             AHAZELNU3.jpg  153.805       152.296 
1             29            SameContext   882           k             Agasblower2.jpg              159.326       157.817 
1             30            SameContext   913           k             AAMBULAN7.jpg  164.847       163.338 
1             31            SameContext   1168          k             Abuilding5.jpg               170.368       168.86 
1             32            Last          959           k             ACONSTRU9.jpg  175.889       174.381 
2             1             First         1943          k             ACAROUSE2.jpg  4.632         3.123 
2             2             SameContext   982           j             AANTSTOV6.jpg  10.153        8.644 
2             3             SameContext   1485          k             ACANTELOP.jpg  15.674        14.165 
2             4             SameContext   1869          j             Aavocado7.jpg  21.195        19.686 
2             5             SameContext   1836          j             Abagofherbs.jpg              26.716        25.207 
2             6             SameContext   1450          k             Acementfinish.jpg            32.237        30.728 
2             7             SameContext   2089          j             AHOSPBED.jpg   37.758        36.25 
