Block         TrialNumb     Type          JudgeRT       JudgeRESP     ObjectStim    ImageOnset    ISIonset
1             1             First         0             NoResponse    airhocckytable.jpg           4.682         3.173 
1             2             SameContext   0             NoResponse    AASPHALT.jpg   10.203        8.694 
1             3             SameContext   0             NoResponse    ABATHTUB3.jpg  15.724        14.215 
1             4             SameContext   260           k             AAMBULAN7.jpg  21.245        19.736 
1             5             SameContext   218           k             Aflask19.jpg   26.766        25.257 
1             6             SameContext   0             NoResponse    ABREASPU2.jpg  32.287        30.778 
1             7             SameContext   0             NoResponse    Agiftbag20.jpg               37.808        36.299 
1             8             SameContext   95            k             Acoral7.jpg    43.329        41.82 
1             9             Boundary      0             NoResponse    ABULDOZER.jpg  48.85         47.341 
1             10            SameContext   0             NoResponse    ant.jpg        54.371        52.862 
1             11            SameContext   0             NoResponse    Ahourglass4.jpg              59.892        58.384 
1             12            SameContext   0             NoResponse    Aconferencer3.jpg            65.413        63.905 
1             13            SameContext   0             NoResponse    AASCDESC.jpg   70.934        69.426 
1             14            SameContext   0             NoResponse    AARCCHAR2.jpg  76.455        74.947 
1             15            SameContext   0             NoResponse    Afaucet9.jpg   81.977        80.468 
1             16            SameContext   0             NoResponse    Afloweredsan3.jpg            87.498        85.989 
1             17            Boundary      0             NoResponse    APICNICBL.jpg  93.019        91.51 
1             18            SameContext   0             NoResponse    APEELER.jpg    98.54         97.031 
1             19            SameContext   0             NoResponse    ACATCAGE.jpg   104.061       102.552 
1             20            SameContext   0             NoResponse    Abarn4.jpg     109.582       108.073 
1             21            SameContext   2073          k             Acartofgroce3.jpg            115.103       113.594 
1             22            SameContext   0             NoResponse    Alock34.jpg    120.624       119.115 
1             23            SameContext   791           k             ADINGHY.jpg    126.145       124.636 
1             24            SameContext   0             NoResponse    ADRYWOOD.jpg   131.666       130.157 
1             25            Boundary      2173          k             Apeanut3.jpg   137.187       135.678 
1             26            SameContext   844           k             ABLACSUI3.jpg  142.708       141.199 
1             27            SameContext   2083          k             ABUGLE2.jpg    148.229       146.72 
1             28            SameContext   0             NoResponse    ABPIECE2.jpg   153.75        152.242 
1             29            SameContext   1721          d             angelfish.jpg  159.271       157.763 
1             30            SameContext   1832          d             AHONEYJA2.jpg  164.792       163.284 
1             31            SameContext   0             NoResponse    APERSRUG.jpg   170.313       168.805 
1             32            Last          0             NoResponse    Abananasundae.jpg            175.835       174.326 
2             1             First         2228          k             AHIBACHI.jpg   4.628         3.119 
2             2             SameContext   907           j             Acandlehold17.jpg            10.149        8.64 
2             3             SameContext   0             NoResponse    ACROQUET2.jpg  15.67         14.161 
2             4             SameContext   1681          j             Abrassbu2.jpg  21.191        19.682 
2             5             SameContext   1096          k             Agarbagebag.jpg              26.712        25.203 
2             6             SameContext   1535          k             ABULLDOG5.jpg  32.233        30.724 
2             7             SameContext   1182          k             AFERRY5.jpg    37.754        36.245 
2             8             SameContext   789           k             AHYDRANTF.jpg  43.275        41.766 
