Block         TrialNumb     Type          JudgeRT       JudgeRESP     ObjectStim    ImageOnset    ISIonset
1             1             First         0             NoResponse    AAEROBENC.jpg  4.732         3.223 
1             2             SameContext   0             NoResponse    Agluegun.jpg   10.253        8.744 
1             3             SameContext   0             NoResponse    Ajetski15.jpg  15.774        14.265 
1             4             SameContext   1281          j             ALADLE5.jpg    21.295        19.786 
1             5             SameContext   392           j             AAIRPUMP2.jpg  26.816        25.307 
1             6             SameContext   1479          k             ant.jpg        32.337        30.828 
1             7             SameContext   918           k             AANTTRUCK.jpg  37.858        36.349 
1             8             SameContext   981           k             Aleopard19.jpg               43.379        41.87 
1             9             Boundary      0             NoResponse    Aconferencer3.jpg            48.9          47.391 
1             10            SameContext   1291          f             A95CHEROK.jpg  54.421        52.912 
1             11            SameContext   1042          f             AASPHALT.jpg   59.942        58.433 
1             12            SameContext   1377          f             ADOGLEAS2.jpg  65.463        63.955 
1             13            SameContext   1088          d             AGLASSBA4.jpg  70.984        69.476 
1             14            SameContext   807           f             Aallterrain10.jpg            76.505        74.997 
1             15            SameContext   2062          f             Abandleaders2.jpg            82.026        80.518 
1             16            SameContext   1044          d             Abinder6.jpg   87.548        86.039 
1             17            Boundary      1803          k             AGARLICCO.jpg  93.069        91.56 
1             18            SameContext   1026          k             AHEDGEHOG.jpg  98.59         97.081 
1             19            SameContext   889           k             ADINGHY.jpg    104.111       102.602 
1             20            SameContext   1160          j             AMASCARA.jpg   109.632       108.123 
1             21            SameContext   2215          k             ACHALCED2.jpg  115.153       113.644 
1             22            SameContext   1374          j             APOGO4.jpg     120.674       119.165 
1             23            SameContext   1197          j             Ablouse2.jpg   126.195       124.686 
1             24            SameContext   1580          j             AFUNNEL4.jpg   131.716       130.207 
1             25            Boundary      1147          f             ADRILL3.jpg    137.237       135.728 
1             26            SameContext   1314          d             Aboxofchocola.jpg            142.758       141.249 
1             27            SameContext   1049          d             ABOX8.jpg      148.279       146.77 
1             28            SameContext   944           f             AFOUNTAI5.jpg  153.8         152.291 
1             29            SameContext   1927          d             airhocckytable.jpg           159.321       157.813 
1             30            SameContext   1158          f             Aantiquejuke2.jpg            164.842       163.334 
1             31            SameContext   1037          d             Acampingknife.jpg            170.363       168.855 
1             32            Last          828           f             AHYDRANTF.jpg  175.884       174.376 
2             1             First         1985          d             APEELER.jpg    4.607         3.099 
2             2             SameContext   952           f             APUTTER.jpg    10.128        8.62 
2             3             SameContext   823           f             Acastle22.jpg  15.649        14.141 
2             4             SameContext   1734          f             Acementfinish.jpg            21.17         19.662 
2             5             SameContext   748           d             ACAESALAD.jpg  26.692        25.183 
2             6             SameContext   827           d             Achampagnebo2.jpg            32.213        30.704 
2             7             SameContext   1250          d             AHEADSET.jpg   37.734        36.225 
2             8             SameContext   1129          f             AGRAINSI5.jpg  43.255        41.746 
2             9             Boundary      1232          k             APOTGOLD2.jpg  48.776        47.267 
2             10            SameContext   1159          k             Abeermug11.jpg               54.297        52.788 
2             11            SameContext   926           j             Acandlehold17.jpg            59.818        58.309 
2             12            SameContext   909           k             AGARDHOSE.jpg  65.339        63.83 
2             13            SameContext   1068          k             Abagofherbs.jpg              70.86         69.351 
2             14            SameContext   723           k             Abuilding5.jpg               76.381        74.872 
2             15            SameContext   1130          j             AICEUBETR.jpg  81.902        80.393 
2             16            SameContext   1105          k             Abeverageingl.jpg            87.423        85.914 
2             17            Boundary      1216          f             Abutterflynet.jpg            92.944        91.436 
2             18            SameContext   1183          f             ACHEESEB3.jpg  98.465        96.957 
2             19            SameContext   1246          d             ACAFLATT3.jpg  103.986       102.478 
2             20            SameContext   709           f             AANTICAN2.jpg  109.507       107.999 
2             21            SameContext   748           d             ACOFFPOT3.jpg  115.028       113.52 
2             22            SameContext   754           d             Abowlofporrid.jpg            120.55        119.041 
2             23            SameContext   688           d             ADESKLA12.jpg  126.071       124.562 
2             24            SameContext   920           d             AAFRIMAS5.jpg  131.592       130.083 
2             25            Boundary      918           k             AEIFFELTO.jpg  137.113       135.604 
