Block         TrialNumb     Type          JudgeRT       JudgeRESP     ObjectStim    ImageOnset    ISIonset
1             1             First         113           f             champagnbottles.jpg          4.623         3.114 
1             2             SameContext   968           d             A1OCLOC2.jpg   10.144        8.635 
1             3             SameContext   623           d             AFRAME15.jpg   15.665        14.156 
1             4             SameContext   1062          d             Aopenbriefcas.jpg            21.186        19.677 
1             5             SameContext   1261          d             ABAGEL.jpg     26.707        25.198 
1             6             SameContext   1236          d             Avacuum20.jpg  32.228        30.719 
1             7             SameContext   971           d             Atoydonkey.jpg               37.749        36.24 
1             8             SameContext   866           f             ABUMBBE2.jpg   43.27         41.761 
1             9             Boundary      713           j             ARASPBER2.jpg  48.791        47.282 
1             10            SameContext   760           k             Apairofrubbe3.jpg            54.312        52.803 
1             11            SameContext   879           j             Ateacherscert.jpg            59.833        58.324 
1             12            SameContext   1038          j             Atoyblocks.jpg               65.354        63.846 
1             13            SameContext   733           k             ACAMPFIRE.jpg  70.875        69.367 
1             14            SameContext   1380          k             caterpillarpeacockmoth.jpg   76.396        74.888 
1             15            SameContext   763           j             AORIGIRL3.jpg  81.917        80.409 
1             16            SameContext   802           k             Awindmill4.jpg               87.438        85.93 
1             17            Boundary      1456          f             AHIBACHI.jpg   92.96         91.451 
1             18            SameContext   663           f             AFBLADE.jpg    98.481        96.972 
1             19            SameContext   1030          f             ACAPTAIN9.jpg  104.002       102.493 
1             20            SameContext   1237          f             AREDPLUM.jpg   109.523       108.014 
1             21            SameContext   1036          d             AEAREXAM2.jpg  115.044       113.535 
1             22            SameContext   915           d             Acabinetwithm.jpg            120.565       119.056 
1             23            SameContext   1250          f             Abarn4.jpg     126.086       124.577 
1             24            SameContext   1353          d             batteries-a.jpg              131.607       130.098 
1             25            Boundary      904           k             ant.jpg        137.128       135.619 
1             26            SameContext   767           k             ATROWEL2.jpg   142.649       141.14 
1             27            SameContext   1126          k             ABELL7.jpg     148.17        146.661 
1             28            SameContext   1005          k             ACOCONUT2.jpg  153.691       152.183 
1             29            SameContext   1580          j             Astrawberryde.jpg            159.212       157.704 
1             30            SameContext   707           k             Alifebuo3.jpg  164.733       163.225 
1             31            SameContext   714           j             Abreadrolls.jpg              170.254       168.746 
1             32            Last          936           k             bison.jpg      175.776       174.267 
2             1             First         1252          j             butternutsquash.jpg          4.628         3.119 
2             2             SameContext   715           k             AARMYTRUK.jpg  10.149        8.64 
2             3             SameContext   850           j             Akeyboard3.jpg               15.67         14.161 
2             4             SameContext   1281          j             Ameasuringsp5.jpg            21.191        19.682 
2             5             SameContext   1848          j             bagelslicer.jpg              26.712        25.203 
2             6             SameContext   911           j             Aantiquerota7.jpg            32.233        30.724 
2             7             SameContext   1262          j             Agraduationh2.jpg            37.754        36.245 
2             8             SameContext   965           j             cinnamonroll.jpg             43.275        41.767 
2             9             Boundary      956           d             ATOWER3.jpg    48.796        47.288 
2             10            SameContext   2123          d             Afan49.jpg     54.317        52.809 
2             11            SameContext   938           d             ATOILBAG2.jpg  59.838        58.33 
2             12            SameContext   952           d             Awomansshoe3.jpg             65.36         63.851 
2             13            SameContext   807           f             AANBABYCA.jpg  70.881        69.372 
2             14            SameContext   870           f             Agardeningpai.jpg            76.402        74.893 
2             15            SameContext   909           f             babyswig.jpg   81.923        80.414 
2             16            SameContext   1660          f             ACOWBOYH3.jpg  87.444        85.935 
