Block         TrialNumb     Type          JudgeRT       JudgeRESP     ObjectStim    ImageOnset    ISIonset
1             1             First         0             NoResponse    AHORSHOE2.jpg  4.711         3.202 
1             2             SameContext   1215          k             AORGAN.jpg     10.232        8.723 
1             3             SameContext   1767          k             AFILM.jpg      15.753        14.245 
1             4             SameContext   1013          l             ACONBENCH.jpg  21.274        19.766 
1             5             SameContext   941           k             Abutterflynet.jpg            26.795        25.287 
1             6             SameContext   979           k             ACOFFPOT3.jpg  32.316        30.808 
1             7             SameContext   1033          l             ACOCONUT2.jpg  37.838        36.329 
1             8             SameContext   1073          k             AFERRAF40.jpg  43.359        41.85 
1             9             Boundary      1135          d             AHAZELNU3.jpg  48.88         47.371 
1             10            SameContext   1118          f             Arake3.jpg     54.401        52.892 
1             11            SameContext   797           f             Aleopard19.jpg               59.922        58.413 
1             12            SameContext   757           d             Abreakpl2.jpg  65.443        63.934 
1             13            SameContext   827           d             Alipstick3.jpg               70.964        69.455 
1             14            SameContext   970           d             ACUTLERYB.jpg  76.485        74.976 
1             15            SameContext   713           f             A3leafcl4.jpg  82.006        80.497 
1             16            SameContext   808           d             AHOSPBED.jpg   87.527        86.018 
1             17            Boundary      1151          l             Alock34.jpg    93.048        91.539 
1             18            SameContext   807           k             ABLACKNEC.jpg  98.569        97.06 
1             19            SameContext   1029          k             Aclock261.jpg  104.09        102.581 
1             20            SameContext   1085          l             anvil.jpg      109.611       108.102 
1             21            SameContext   1459          l             AARTMELON.jpg  115.132       113.624 
1             22            SameContext   810           l             ACONSTRU9.jpg  120.653       119.145 
1             23            SameContext   921           k             ABLACSUI3.jpg  126.174       124.666 
1             24            SameContext   1904          k             AASCDESC.jpg   131.695       130.187 
1             25            Boundary      1879          d             Aclothespin2.jpg             137.216       135.708 
1             26            SameContext   669           f             AAMBULAN7.jpg  142.738       141.229 
1             27            SameContext   844           d             ABLOODCEA.jpg  148.259       146.75 
1             28            SameContext   827           f             ACONSTHA2.jpg  153.78        152.271 
1             29            SameContext   1026          f             Acamera101.jpg               159.301       157.792 
1             30            SameContext   865           f             AFERRY5.jpg    164.822       163.313 
1             31            SameContext   1160          d             ABLLIGHTB.jpg  170.343       168.834 
1             32            Last          1015          f             ANWSPAPER.jpg  175.864       174.355 
2             1             First         0             NoResponse    ADUNEBUGG.jpg  4.677         3.168 
2             2             SameContext   962           f             Alifebuo3.jpg  10.198        8.689 
2             3             SameContext   760           f             ABARROWRE.jpg  15.719        14.21 
2             4             SameContext   815           f             ABUMBBE2.jpg   21.24         19.731 
