Block         TrialNumb     Type          JudgeRT       JudgeRESP     ObjectStim    ImageOnset    ISIonset
1             1             First         1124          j             Agluegun.jpg   4.708         3.199 
1             2             SameContext   747           k             canopy.jpg     10.229        8.72 
1             3             SameContext   1394          j             Agiftbag20.jpg               15.75         14.241 
1             4             SameContext   1089          j             Asoapdish3.jpg               21.271        19.762 
1             5             SameContext   984           j             ABEDROOM8.jpg  26.792        25.283 
1             6             SameContext   959           k             caterpillarpeacockmoth.jpg   32.313        30.804 
1             7             SameContext   934           k             Acastle22.jpg  37.834        36.325 
1             8             SameContext   765           k             ASKYDIVE.jpg   43.355        41.846 
1             9             Boundary      1124          d             champagnbottles.jpg          48.876        47.367 
1             10            SameContext   891           f             ASTREESW2.jpg  54.397        52.888 
1             11            SameContext   786           f             APARSLEY.jpg   59.918        58.409 
1             12            SameContext   945           f             caiman.jpg     65.439        63.931 
1             13            SameContext   1040          f             Abuilding5.jpg               70.96         69.452 
1             14            SameContext   703           f             Aelephant9.jpg               76.481        74.973 
1             15            SameContext   1422          f             ACAROSLI2.jpg  82.002        80.494 
1             16            SameContext   1173          d             ACUSHIO60.jpg  87.523        86.015 
1             17            Boundary      1283          k             AGOLFIRON.jpg  93.045        91.536 
1             18            SameContext   1018          k             ACEMPOST.jpg   98.566        97.057 
1             19            SameContext   1113          j             Achampagnebo2.jpg            104.087       102.578 
1             20            SameContext   1184          j             beachtowels.jpg              109.608       108.099 
1             21            SameContext   1319          j             APIESERVE.jpg  115.129       113.62 
1             22            SameContext   1622          j             Alifeves2.jpg  120.65        119.141 
1             23            SameContext   1597          j             Avacuum20.jpg  126.171       124.662 
1             24            SameContext   1564          j             Afaucet9.jpg   131.692       130.183 
1             25            Boundary      1099          f             Agasblower2.jpg              137.213       135.704 
1             26            SameContext   1370          d             Abaseballcap.jpg             142.734       141.225 
1             27            SameContext   1632          f             Ahawk3.jpg     148.255       146.746 
1             28            SameContext   2016          d             Aaircompress6.jpg            153.776       152.267 
1             29            SameContext   1127          d             APICKLES6.jpg  159.297       157.788 
1             30            SameContext   1238          d             AIRONBOA8.jpg  164.818       163.31 
1             31            SameContext   1197          d             AFBLADE.jpg    170.339       168.831 
1             32            Last          764           f             ACRICKET2.jpg  175.86        174.352 
Block         TrialNumb     Type          JudgeRT       JudgeRESP     ObjectStim    ImageOnset    ISIonset
1             1             First         1286          j             Agluegun.jpg   4.626         3.118 
1             2             SameContext   901           k             canopy.jpg     10.147        8.639 
1             3             SameContext   908           j             Agiftbag20.jpg               15.668        14.16 
1             4             SameContext   763           j             Asoapdish3.jpg               21.189        19.681 
1             5             SameContext   817           j             ABEDROOM8.jpg  26.711        25.202 
1             6             SameContext   664           k             caterpillarpeacockmoth.jpg   32.232        30.723 
1             7             SameContext   679           k             Acastle22.jpg  37.753        36.244 
1             8             SameContext   822           k             ASKYDIVE.jpg   43.274        41.765 
1             9             Boundary      837           d             champagnbottles.jpg          48.795        47.286 
1             10            SameContext   772           f             ASTREESW2.jpg  54.316        52.807 
1             11            SameContext   1267          f             APARSLEY.jpg   59.837        58.328 
1             12            SameContext   970           f             caiman.jpg     65.358        63.849 
1             13            SameContext   793           f             Abuilding5.jpg               70.879        69.37 
1             14            SameContext   920           f             Aelephant9.jpg               76.4          74.891 
1             15            SameContext   1055          f             ACAROSLI2.jpg  81.921        80.412 
1             16            SameContext   926           d             ACUSHIO60.jpg  87.442        85.933 
1             17            Boundary      1245          k             AGOLFIRON.jpg  92.963        91.455 
1             18            SameContext   732           k             ACEMPOST.jpg   98.484        96.976 
1             19            SameContext   579           j             Achampagnebo2.jpg            104.005       102.497 
1             20            SameContext   818           j             beachtowels.jpg              109.526       108.018 
1             21            SameContext   1065          j             APIESERVE.jpg  115.047       113.539 
1             22            SameContext   1767          j             Alifeves2.jpg  120.569       119.06 
1             23            SameContext   1710          j             Avacuum20.jpg  126.09        124.581 
1             24            SameContext   1349          j             Afaucet9.jpg   131.611       130.102 
1             25            Boundary      1172          f             Agasblower2.jpg              137.132       135.623 
1             26            SameContext   507           d             Abaseballcap.jpg             142.653       141.144 
1             27            SameContext   834           f             Ahawk3.jpg     148.174       146.665 
1             28            SameContext   1185          d             Aaircompress6.jpg            153.695       152.186 
1             29            SameContext   616           d             APICKLES6.jpg  159.216       157.707 
1             30            SameContext   1223          d             AIRONBOA8.jpg  164.737       163.228 
1             31            SameContext   1054          d             AFBLADE.jpg    170.258       168.749 
1             32            Last          797           f             ACRICKET2.jpg  175.779       174.27 
2             1             First         1433          d             Aflask19.jpg   4.622         3.113 
2             2             SameContext   1017          f             Azucchini9.jpg               10.143        8.634 
2             3             SameContext   1527          d             bands-a.jpg    15.664        14.155 
2             4             SameContext   958           f             Adaisies3.jpg  21.185        19.676 
2             5             SameContext   1165          d             battery.jpg    26.706        25.197 
2             6             SameContext   1164          f             Astonecarvin8.jpg            32.227        30.718 
2             7             SameContext   683           f             Aasianbuildin.jpg            37.748        36.239 
2             8             SameContext   1555          d             brownie.jpg    43.269        41.76 
2             9             Boundary      945           k             AHEDGEHOG.jpg  48.79         47.281 
2             10            SameContext   1336          k             ABLACSUI3.jpg  54.311        52.802 
2             11            SameContext   1487          j             AGOLDCUP6.jpg  59.832        58.323 
2             12            SameContext   1406          j             B_makeupbag.jpg              65.353        63.844 
2             13            SameContext   1237          j             Abagofherbs.jpg              70.874        69.366 
2             14            SameContext   1068          j             A1OCLOC2.jpg   76.395        74.887 
2             15            SameContext   915           k             APARKBENC.jpg  81.916        80.408 
2             16            SameContext   1290          k             Abeesonahoney.jpg            87.437        85.929 
2             17            Boundary      1426          f             Asewingpin.jpg               92.958        91.45 
2             18            SameContext   1015          d             Ahighlightin2.jpg            98.48         96.971 
2             19            SameContext   894           f             Agardeningpai.jpg            104.001       102.492 
2             20            SameContext   1133          d             ACOFFPOT3.jpg  109.522       108.013 
2             21            SameContext   852           d             Aantiquesofa4.jpg            115.043       113.534 
2             22            SameContext   715           f             Aflower102.jpg               120.564       119.055 
2             23            SameContext   1434          f             ABARPEAR.jpg   126.085       124.576 
2             24            SameContext   897           d             AFRAME15.jpg   131.606       130.097 
2             25            Boundary      1272          k             Aashtray67.jpg               137.127       135.618 
2             26            SameContext   1655          j             Aairtank7.jpg  142.648       141.139 
2             27            SameContext   1174          k             AWATEHOSE.jpg  148.169       146.66 
2             28            SameContext   1021          k             brown_bear.jpg               153.69        152.181 
2             29            SameContext   1388          k             Acorn10.jpg    159.211       157.702 
2             30            SameContext   1283          j             AWASHOPEN.jpg  164.732       163.223 
2             31            SameContext   1146          k             Aancientstat3.jpg            170.253       168.745 
2             32            Last          977           k             Aancientbuild.jpg            175.774       174.266 
3             1             First         2064          k             ant.jpg        4.624         3.115 
3             2             SameContext   1279          j             ACHEESEB3.jpg  10.145        8.636 
3             3             SameContext   990           k             Aallterrain10.jpg            15.666        14.157 
