Block         TrialNumb     Type          JudgeRT       JudgeRESP     ObjectStim    ImageOnset    ISIonset
1             1             First         2095          k             ABUDDHA18.jpg  4.681         3.172 
1             2             SameContext   1582          j             ABLOODCEA.jpg  10.202        8.693 
1             3             SameContext   1277          j             A1OCLOC2.jpg   15.723        14.214 
1             4             SameContext   0             NoResponse    ABAGEL.jpg     21.244        19.736 
1             5             SameContext   1666          j             Anailscissors.jpg            26.765        25.257 
1             6             SameContext   857           k             AGOLFIRON.jpg  32.286        30.778 
1             7             SameContext   1512          j             AANTCASH3.jpg  37.808        36.299 
1             8             SameContext   1254          k             AASPHALT.jpg   43.329        41.82 
1             9             Boundary      1509          d             Apercussioni3.jpg            48.85         47.341 
1             10            SameContext   1349          d             anvil.jpg      54.371        52.862 
1             11            SameContext   1212          s             Aboxofchocola.jpg            59.892        58.383 
1             12            SameContext   1970          d             ACHALCED2.jpg  65.413        63.904 
1             13            SameContext   929           d             Agasblower2.jpg              70.934        69.425 
1             14            SameContext   1513          d             Acartofgroce3.jpg            76.455        74.946 
1             15            SameContext   1096          s             acquarium.jpg  81.976        80.467 
1             16            SameContext   991           s             APHONEFA2.jpg  87.497        85.988 
1             17            Boundary      1701          j             ACOFFTA18.jpg  93.018        91.509 
1             18            SameContext   1797          k             ALITTERB2.jpg  98.539        97.03 
1             19            SameContext   1339          k             AGRAINSI5.jpg  104.06        102.551 
1             20            SameContext   1634          j             Ababseat2.jpg  109.581       108.073 
1             21            SameContext   1193          j             Akeyboard3.jpg               115.102       113.594 
1             22            SameContext   1312          j             A100FRAN3.jpg  120.623       119.115 
1             23            SameContext   1071          j             AGLASSBA4.jpg  126.144       124.636 
1             24            SameContext   822           j             ACOCONUT2.jpg  131.665       130.157 
1             25            Boundary      932           d             ABROKUMBR.jpg  137.187       135.678 
1             26            SameContext   1891          d             AHEADLI18.jpg  142.708       141.199 
1             27            SameContext   947           d             AGARBCAN.jpg   148.229       146.72 
1             28            SameContext   1810          s             ACATCAGE.jpg   153.75        152.241 
1             29            SameContext   929           s             ALOAFBR4.jpg   159.271       157.762 
1             30            SameContext   1311          d             Alifeves2.jpg  164.792       163.283 
1             31            SameContext   1870          s             Alipstick3.jpg               170.313       168.804 
1             32            Last          2077          d             ACOMPAS20.jpg  175.834       174.325 
2             1             First         1159          f             Abackpack11.jpg              4.624         3.115 
2             2             SameContext   1838          d             Adog122.jpg    10.145        8.636 
2             3             SameContext   901           f             Apairofrubbe3.jpg            15.666        14.157 
2             4             SameContext   1308          f             ABLACSUI3.jpg  21.187        19.678 
2             5             SameContext   1627          d             Abugle12.jpg   26.708        25.199 
2             6             SameContext   1122          d             Abreakpl2.jpg  32.229        30.72 
2             7             SameContext   1953          d             Aglassbottle6.jpg            37.75         36.242 
2             8             SameContext   896           f             AFOUNTAI5.jpg  43.271        41.763 
2             9             Boundary      975           k             ABLACKB14.jpg  48.792        47.284 
2             10            SameContext   1558          j             AMUSICSTA.jpg  54.313        52.805 
2             11            SameContext   1060          j             Aantiquesofa4.jpg            59.835        58.326 
2             12            SameContext   867           k             Aancientstat3.jpg            65.356        63.847 
2             13            SameContext   2210          j             Apokerchips3.jpg             70.877        69.368 
2             14            SameContext   881           k             Aelephant9.jpg               76.398        74.889 
2             15            SameContext   768           k             AHYDRANTF.jpg  81.919        80.41 
2             16            SameContext   1039          k             AARTPLANT.jpg  87.44         85.931 
2             17            Boundary      1622          f             Aboots56.jpg   92.961        91.452 
2             18            SameContext   1573          f             A_coin.jpg     98.482        96.973 
2             19            SameContext   1676          d             ADESKLA12.jpg  104.003       102.494 
2             20            SameContext   1259          f             APARKMET6.jpg  109.524       108.015 
2             21            SameContext   1938          d             ACDRAINER.jpg  115.045       113.536 
2             22            SameContext   1889          d             ABUGLE2.jpg    120.566       119.057 
2             23            SameContext   2072          f             ACONBENCH.jpg  126.087       124.579 
2             24            SameContext   1879          d             AANTSTOV6.jpg  131.608       130.1 
2             25            Boundary      1630          k             AHORSHOE2.jpg  137.129       135.621 
2             26            SameContext   1637          k             Acampingknife.jpg            142.65        141.142 
2             27            SameContext   2196          k             AASCDESC.jpg   148.171       146.663 
2             28            SameContext   1770          k             Acamera101.jpg               153.693       152.184 
2             29            SameContext   1657          k             Abicycleglove.jpg            159.214       157.705 
2             30            SameContext   1544          k             Abloodorange.jpg             164.735       163.226 
2             31            SameContext   1887          k             A3leafcl4.jpg  170.256       168.747 
2             32            Last          1934          k             ABARROWRE.jpg  175.777       174.268 
3             1             First         2262          k             Achair618.jpg  4.634         3.125 
3             2             SameContext   1581          k             AARTICHO1.jpg  10.155        8.646 
3             3             SameContext   1396          k             Abutterflynet.jpg            15.676        14.167 
3             4             SameContext   835           k             ACEMPOST.jpg   21.197        19.688 
3             5             SameContext   890           k             Acoral7.jpg    26.718        25.209 
3             6             SameContext   665           k             Adaisies3.jpg  32.239        30.731 
3             7             SameContext   1592          k             ABROCHETT.jpg  37.76         36.252 
3             8             SameContext   967           j             ABALLYAR4.jpg  43.281        41.773 
3             9             Boundary      1518          f             Aasianbuildin.jpg            48.802        47.294 
3             10            SameContext   1580          d             Adiamondring3.jpg            54.324        52.815 
3             11            SameContext   1811          f             Abrassbu2.jpg  59.845        58.336 
3             12            SameContext   1498          f             Afirstaidkit3.jpg            65.366        63.857 
3             13            SameContext   1089          f             Ajetski15.jpg  70.887        69.378 
3             14            SameContext   1872          f             Aleaf75.jpg    76.408        74.899 
3             15            SameContext   1103          f             Afloweredsan3.jpg            81.929        80.42 
3             16            SameContext   1622          d             Ablackboardw3.jpg            87.45         85.941 
3             17            Boundary      1389          k             ACONSTHA2.jpg  92.971        91.462 
3             18            SameContext   1332          j             ADART3.jpg     98.492        96.983 
3             19            SameContext   2259          k             Aclock261.jpg  104.013       102.504 
3             20            SameContext   1994          k             AARTIVE6.jpg   109.534       108.025 
3             21            SameContext   0             NoResponse    Abrooch100.jpg               115.055       113.546 
3             22            SameContext   1776          j             AMOUSWHEE.jpg  120.576       119.067 
3             23            SameContext   1207          k             Abeesonahoney.jpg            126.097       124.589 
3             24            SameContext   0             NoResponse    Abagofherbs.jpg              131.618       130.11 
3             25            Boundary      1549          f             ACONSTRU9.jpg  137.139       135.631 
3             26            SameContext   812           f             Acactus58.jpg  142.66        141.152 
3             27            SameContext   1578          d             Ameasuringsp5.jpg            148.182       146.673 
3             28            SameContext   1177          f             Agardeningshe.jpg            153.703       152.194 
3             29            SameContext   1344          f             Aflowerpot9.jpg              159.224       157.715 
3             30            SameContext   1783          f             ABOOK23.jpg    164.745       163.236 
3             31            SameContext   2014          d             AAEROBENC.jpg  170.266       168.757 
3             32            Last          1693          d             ABOX8.jpg      175.787       174.278 
4             1             First         812           k             Ahawk3.jpg     4.628         3.119 
4             2             SameContext   1563          k             Abandleaders2.jpg            10.149        8.64 
4             3             SameContext   1434          k             APICNICBL.jpg  15.67         14.161 
4             4             SameContext   2017          j             AAFRICI13.jpg  21.191        19.682 
4             5             SameContext   1024          k             Aleopard19.jpg               26.712        25.203 
4             6             SameContext   1031          k             Abaleofhay.jpg               32.233        30.725 
4             7             SameContext   1070          j             Abellcookiec3.jpg            37.754        36.246 
4             8             SameContext   1061          k             Acementfinish.jpg            43.275        41.767 
4             9             Boundary      1156          d             Adiscoball2.jpg              48.796        47.288 
4             10            SameContext   0             NoResponse    ADOGSNACK.jpg  54.318        52.809 
4             11            SameContext   1321          d             APOGO4.jpg     59.839        58.33 
4             12            SameContext   1680          d             Achest20.jpg   65.36         63.851 
4             13            SameContext   807           d             AELECBEA6.jpg  70.881        69.372 
4             14            SameContext   1494          d             AEAREXAM2.jpg  76.402        74.893 
4             15            SameContext   1301          d             Aeasteregg14.jpg             81.923        80.414 
4             16            SameContext   1180          f             ABUMBBE2.jpg   87.444        85.935 
4             17            Boundary      1323          j             Afoodgrinder2.jpg            92.965        91.456 
4             18            SameContext   930           k             Abluebabybug4.jpg            98.486        96.977 
4             19            SameContext   1529          j             Acabinetwithm.jpg            104.007       102.498 
4             20            SameContext   1504          j             Ahighlightin2.jpg            109.528       108.019 
4             21            SameContext   2199          j             Acomputerbag.jpg             115.049       113.54 
4             22            SameContext   1862          j             ADUSTER5.jpg   120.57        119.061 
4             23            SameContext   1189          j             ACANOL.jpg     126.091       124.583 
4             24            SameContext   1716          j             ABALLBEAR.jpg  131.612       130.104 
4             25            Boundary      1323          d             Acomputer9.jpg               137.133       135.625 
4             26            SameContext   914           d             ACHESSPI4.jpg  142.654       141.146 
4             27            SameContext   1985          d             AARCHERY.jpg   148.175       146.667 
4             28            SameContext   1639          f             ACHERRY.jpg    153.697       152.188 
4             29            SameContext   1006          d             ACHRIST14.jpg  159.218       157.709 
4             30            SameContext   2109          f             AALTIRE2.jpg   164.739       163.23 
4             31            SameContext   1956          d             AANTTRUCK.jpg  170.26        168.751 
4             32            Last          1299          d             Abottleopener.jpg            175.781       174.272 
5             1             First         1826          d             Arake3.jpg     4.629         3.12 
5             2             SameContext   1138          d             AELECBE17.jpg  10.15         8.642 
5             3             SameContext   785           d             AHIBACHI.jpg   15.671        14.163 
5             4             SameContext   1311          d             Abinder6.jpg   21.192        19.684 
5             5             SameContext   1854          f             ACOWBELL6.jpg  26.713        25.205 
5             6             SameContext   1702          d             AAIRPUMP2.jpg  32.234        30.726 
5             7             SameContext   1476          f             Alock34.jpg    37.756        36.247 
5             8             SameContext   1579          d             Abasket108.jpg               43.277        41.768 
5             9             Boundary      1681          j             AFILM.jpg      48.798        47.289 
