Block         PositionCategory            Condition     ObjectFar     ObjectNear    RecencyRESP   RecencyCorrRESP             RecencyAcc    RecencyRT     DurationRESP  DurationRT    BoundaryItem
1             WithinThird1  SameContext   ACAT6.jpg     Alaundrybask2.jpg           f             j             0             6510          3             4850          AORIGIRL3.jpg
1             AcrossSecond2 Boundary      Aconferencer3.jpg           AORIGIRL3.jpg j             f             0             4588          2             3603          ACAT6.jpg
1             WithinSecond2 SameContext   Acactus58.jpg Aglasscontai3.jpg           f             f             1             4497          2             972           Abaggcon2.jpg
1             WithinFirst2  SameContext   ABLOODCEA.jpg Acarrot.jpg   f             j             0             4077          2             1150          Ababseat2.jpg
1             AcrossThird2  Boundary      AMUSICSTA.jpg Afloppydisk6.jpg            j             f             0             2602          3             871           APICNICBL.jpg
1             WithinSecond1 SameContext   Aavocado7.jpg AMANJUI2.jpg  f             f             1             2220          2             2974          Abaggcon2.jpg
1             WithinFourth2 SameContext   Aleaf75.jpg   airhocckytable.jpg          j             f             0             4515          2             1340          Afloppydisk6.jpg
1             WithinFourth1 SameContext   APICNICBL.jpg ACHRIST14.jpg f             j             0             4233          2             1428          Afloppydisk6.jpg
1             WithinFirst1  SameContext   ACHESSPI4.jpg ACOCONUT2.jpg j             f             0             3710          4             1636          Ababseat2.jpg
1             WithinThird2  SameContext   ABARPEAR.jpg  Aclothespin2.jpg            f             f             1             4654          2             1459          AORIGIRL3.jpg
1             AcrossFirst2  Boundary      ABACKHOE2.jpg Abaggcon2.jpg j             j             1             3780          2             1975          Aavocado7.jpg
1             AcrossFirst1  Boundary      AGLASSBAL.jpg anvil.jpg     f             j             0             4254          2             1264          Aavocado7.jpg
1             AcrossThird1  Boundary      AFRAME15.jpg  AAMBULAN7.jpg f             j             0             3760          2             1140          APICNICBL.jpg
1             AcrossSecond1 Boundary      AJACKOL23.jpg ALOVSEA10.jpg j             j             1             2408          2             676           ACAT6.jpg
2             WithinSecond1 SameContext   AEIFFELTO.jpg AARMYTRUK.jpg j             j             1             4283          2             2972          Agolfbag.jpg
2             AcrossSecond1 Boundary      Abicycleglove.jpg           Aclock261.jpg j             j             1             2744          2             679           ACAPTAIN9.jpg
2             AcrossThird2  Boundary      ABLLIGHTB.jpg AANTCASH3.jpg f             f             1             3900          4             2139          Aantiquebuck2.jpg
2             WithinThird1  SameContext   ACAPTAIN9.jpg APEELER.jpg   f             j             0             3652          2             1228          Aairtank7.jpg
2             AcrossSecond2 Boundary      Alipstick3.jpg              Aairtank7.jpg f             j             0             2341          2             771           ACAPTAIN9.jpg
2             WithinThird2  SameContext   AANTICAN2.jpg Apairofrubbe3.jpg           j             f             0             6132          2             605           Aairtank7.jpg
2             AcrossThird1  Boundary      ABAGEL.jpg    Afoodgrinder2.jpg           j             j             1             2764          3             1147          Aantiquebuck2.jpg
2             WithinFourth2 SameContext   Aantiquejuke2.jpg           Abackpack11.jpg             f             f             1             3887          2             1054          AANTCASH3.jpg
2             WithinFirst1  SameContext   Ahourglass4.jpg             Afloweredsan3.jpg           j             j             1             2005          2             1134          Achair618.jpg
2             AcrossFirst2  Boundary      AEAREXAM2.jpg Agolfbag.jpg  f             f             1             5235          2             2347          AEIFFELTO.jpg
2             WithinFourth1 SameContext   Aantiquebuck2.jpg           AFUNNEL4.jpg  j             f             0             1829          3             1276          AANTCASH3.jpg
2             WithinFirst2  SameContext   ACAROUSE2.jpg AMOUSWHEE.jpg j             j             1             2315          1             985           Achair618.jpg
2             AcrossFirst1  Boundary      AFBLADE.jpg   AMEATGR14.jpg j             f             0             5635          2             566           AEIFFELTO.jpg
2             WithinSecond2 SameContext   AHEDGEHOG.jpg AARTICHO1.jpg f             f             1             2670          2             656           Agolfbag.jpg
3             AcrossFirst1  Boundary      A3leafcl4.jpg Abrassbu2.jpg f             j             0             3688          2             1198          Aantiquerota7.jpg
3             AcrossSecond2 Boundary      ABROKUMBR.jpg ACROQUET2.jpg j             j             1             1857          2             847           ABOX8.jpg
