Block         PositionCategory            Condition     ObjectFar     ObjectNear    RecencyRESP   RecencyCorrRESP             RecencyAcc    RecencyRT     DurationRESP  DurationRT    BoundaryItem
1             WithinSecond2 SameContext   chocolatbox.jpg             AFILM.jpg     j             j             1             6260          3             4377          ADRILL3.jpg
1             WithinFirst2  SameContext   Ateacherscert.jpg           AWISHWELL.jpg j             f             0             2396          4             2463          ATHERMO12.jpg
1             AcrossThird1  Boundary      Adiamondring3.jpg           Abaggcon2.jpg j             f             0             5285          2             2931          APIESERVE.jpg
1             AcrossSecond2 Boundary      ASALABOW4.jpg Ahourglass4.jpg             j             f             0             3577          3             771           Anailscissors.jpg
1             WithinFirst1  SameContext   Asunflower3.jpg             ADOGLEAS2.jpg j             j             1             5596          2             2112          ATHERMO12.jpg
1             AcrossThird2  Boundary      ABIRDCAG2.jpg AARCCHAR2.jpg j             j             1             3946          2             2312          APIESERVE.jpg
1             AcrossSecond1 Boundary      Atelescope2.jpg             Brusselssprouts.jpg         f             f             1             2595          3             1447          Anailscissors.jpg
1             WithinFourth2 SameContext   AMANJUI2.jpg  ABILLTABL.jpg j             f             0             2897          2             3835          AARCCHAR2.jpg
1             AcrossFirst2  Boundary      AANTTRUCK.jpg ADRILL3.jpg   f             j             0             6281          3             2581          Astonecarvin8.jpg
1             WithinThird1  SameContext   Anailscissors.jpg           ANUTCRA10.jpg f             f             1             3006          3             2452          Ahourglass4.jpg
1             WithinSecond1 SameContext   Astonecarvin8.jpg           Apitchfork4.jpg             j             f             0             4819          2             1801          ADRILL3.jpg
1             WithinFourth1 SameContext   APIESERVE.jpg Acomputer9.jpg              j             j             1             3230          3             3757          AARCCHAR2.jpg
1             WithinThird2  SameContext   Asaturn.jpg   ANWSPAPER.jpg f             j             0             2661          3             991           Ahourglass4.jpg
1             AcrossFirst1  Boundary      AGOLFIRON.jpg ASCSIPORT.jpg f             j             0             7552          4             463           Astonecarvin8.jpg
2             WithinThird2  SameContext   ABLACKNEC.jpg ATOQUE4.jpg   f             f             1             2199          2             2194          airhocckytable.jpg
2             AcrossFirst2  Boundary      Alipstick3.jpg              Aantiquesofa4.jpg           j             j             1             1393          3             1136          ABUGLE2.jpg
2             WithinThird1  SameContext   APARKMET6.jpg Atoyball.jpg  f             f             1             4629          2             1434          airhocckytable.jpg
2             AcrossFirst1  Boundary      canopy.jpg    ASCREEN3.jpg  j             j             1             5845          2             487           ABUGLE2.jpg
2             WithinFirst1  SameContext   Afloweredsan3.jpg           Atriangle2.jpg              f             f             1             3451          4             585           A3bday5.jpg
2             WithinFourth1 SameContext   ASTRAINE8.jpg ABUDDHA18.jpg f             f             1             1217          3             1286          ABOX8.jpg
2             AcrossSecond2 Boundary      A100FRAN3.jpg airhocckytable.jpg          j             j             1             6084          3             1367          APARKMET6.jpg
2             AcrossThird1  Boundary      AHORSHOE2.jpg AOUTHOUSE.jpg j             f             0             1956          2             727           ASTRAINE8.jpg
2             WithinSecond1 SameContext   ABUGLE2.jpg   Abarn4.jpg    f             f             1             2305          4             1160          Aantiquesofa4.jpg
2             WithinFirst2  SameContext   ACANDLE30.jpg Aclothespin2.jpg            f             j             0             5148          1             823           A3bday5.jpg
2             WithinFourth2 SameContext   Acarrot.jpg   Aruler12.jpg  j             j             1             2078          2             772           ABOX8.jpg
2             AcrossSecond1 Boundary      ACOCONUT2.jpg ALADLE5.jpg   f             j             0             2605          4             1009          APARKMET6.jpg
2             WithinSecond2 SameContext   Agluegun.jpg  ACOMB11.jpg   f             f             1             1842          3             801           Aantiquesofa4.jpg
2             AcrossThird2  Boundary      ATEALANT8.jpg ABOX8.jpg     j             j             1             4033          2             1804          ASTRAINE8.jpg
3             WithinThird2  SameContext   Aservicedesk.jpg            acquarium.jpg j             j             1             1981          3             879           AWATEHOSE.jpg
3             WithinSecond1 SameContext   ACHINLAMP.jpg ADOGFOOD.jpg  f             f             1             1364          3             1116          AOVENMIT5.jpg
3             AcrossFirst1  Boundary      ASMOKDE16.jpg ACONSTHA2.jpg f             f             1             3537          3             1165          ACHINLAMP.jpg
3             AcrossThird1  Boundary      Acamera101.jpg              Abackpack11.jpg             f             j             0             3000          1             1295          ADUSTER5.jpg
3             AcrossSecond1 Boundary      AGLASSBA4.jpg Arecyclingbox.jpg           f             f             1             2917          2             1135          ASHIRTSK2.jpg
3             WithinFirst2  SameContext   Awindmill3.jpg              AELECRAZ7.jpg f             f             1             3131          4             1101          Abeermug11.jpg
3             WithinFourth2 SameContext   APOGO4.jpg    Astadium.jpg  j             j             1             1331          2             908           Aancientbuild.jpg
3             WithinSecond2 SameContext   Agasblower2.jpg             ACAMPFIRE.jpg f             f             1             1520          3             658           AOVENMIT5.jpg
3             WithinFourth1 SameContext   ADUSTER5.jpg  AASPHALT.jpg  f             j             0             1687          3             1019          Aancientbuild.jpg
3             AcrossThird2  Boundary      ADRYWOOD.jpg  Aancientbuild.jpg           f             f             1             1820          2             851           ADUSTER5.jpg
3             WithinThird1  SameContext   ASHIRTSK2.jpg APEPPSHA4.jpg j             f             0             1882          4             927           AWATEHOSE.jpg
3             AcrossFirst2  Boundary      B_brush.jpg   AOVENMIT5.jpg f             j             0             2859          2             2366          ACHINLAMP.jpg
3             AcrossSecond2 Boundary      Atennisball2.jpg            AWATEHOSE.jpg f             j             0             1967          2             1065          ASHIRTSK2.jpg
3             WithinFirst1  SameContext   AAMBULAN7.jpg ABIRDHOU9.jpg f             j             0             2032          3             888           Abeermug11.jpg
4             WithinThird2  SameContext   angelfish.jpg Acandlehold17.jpg           f             j             0             2428          3             1743          ACAPTAIN9.jpg
4             AcrossThird2  Boundary      Achrisd25.jpg Ajetski15.jpg f             f             1             2294          1             742           chinchilla.jpg
4             WithinFourth2 SameContext   Abasket108.jpg              Agolfbag.jpg  j             f             0             1815          2             702           Ajetski15.jpg
4             WithinFirst2  SameContext   AFERRY5.jpg   ATOOL9.jpg    f             f             1             2186          4             478           Abeesonahoney.jpg
4             AcrossFirst1  Boundary      ACHESSPI4.jpg blueberriespack.jpg         j             j             1             3008          3             470           APEELER.jpg
4             AcrossSecond1 Boundary      Aopenbriefcas.jpg           ACHRIST14.jpg j             j             1             3370          2             996           AHEADLI18.jpg
4             WithinFourth1 SameContext   chinchilla.jpg              ACHERRY.jpg   j             j             1             1493          3             952           Ajetski15.jpg
4             WithinSecond2 SameContext   APICNICBL.jpg brownie.jpg   f             f             1             2131          3             464           Abloodorange.jpg
4             WithinFirst1  SameContext   Afoodgrinder2.jpg           Aleopard19.jpg              f             j             0             2613          4             415           Abeesonahoney.jpg
4             AcrossThird1  Boundary      Aspoolofthre6.jpg           Asoapdish3.jpg              j             j             1             2893          1             623           chinchilla.jpg
4             AcrossSecond2 Boundary      Asafetybelt.jpg             ACAPTAIN9.jpg f             f             1             1702          3             1153          AHEADLI18.jpg
4             AcrossFirst2  Boundary      AFOUNTAI5.jpg Abloodorange.jpg            f             f             1             1892          2             458           APEELER.jpg
4             WithinThird1  SameContext   AHEADLI18.jpg ADART3.jpg    f             f             1             2877          3             928           ACAPTAIN9.jpg
4             WithinSecond1 SameContext   APEELER.jpg   ARCMPPOL2.jpg j             j             1             3075          2             775           Abloodorange.jpg
5             WithinSecond2 SameContext   ASTAMPS.jpg   AJACKOL23.jpg f             f             1             3070          2             658           bands-a.jpg
5             WithinFourth1 SameContext   AHOSPBED.jpg  Abaleofhay.jpg              j             f             0             1991          1             577           Aconcreteblo3.jpg
5             WithinFourth2 SameContext   Afruitbasket2.jpg           AWOODPER5.jpg j             f             0             1921          1             893           Aconcreteblo3.jpg
5             AcrossSecond1 Boundary      ACUSHIO60.jpg AFERRAF40.jpg f             j             0             2250          3             1010          AARTPLANT.jpg
5             AcrossSecond2 Boundary      AANTHAT2.jpg  Acomputerbag.jpg            j             f             0             1499          3             766           AARTPLANT.jpg
5             WithinFirst1  SameContext   cigarette03.jpg             Acorn10.jpg   f             f             1             1367          4             502           Awindmill4.jpg
5             WithinThird2  SameContext   ATOILBAG2.jpg Astaplegun3.jpg             j             j             1             2961          2             625           Acomputerbag.jpg
5             AcrossFirst2  Boundary      ADUNEBUGG.jpg bands-a.jpg   f             j             0             2415          3             1585          ASTEPPER.jpg
5             WithinThird1  SameContext   AARTPLANT.jpg ATIE16.jpg    f             j             0             2414          3             801           Acomputerbag.jpg
5             AcrossThird2  Boundary      aardvark.jpg  Aconcreteblo3.jpg           f             j             0             1553          2             1058          AHOSPBED.jpg
5             WithinFirst2  SameContext   AANTCASH3.jpg Abuilding5.jpg              j             f             0             3345          4             931           Awindmill4.jpg
5             AcrossThird1  Boundary      ALOAFBR4.jpg  ACHAIR.jpg    f             j             0             1598          3             710           AHOSPBED.jpg
5             WithinSecond1 SameContext   ASTEPPER.jpg  APERSRUG.jpg  j             f             0             1937          2             869           bands-a.jpg
5             AcrossFirst1  Boundary      Ahousboa2.jpg ant.jpg       f             j             0             3347          2             997           ASTEPPER.jpg
6             WithinThird2  SameContext   AMASCARA.jpg  ABREASPU2.jpg f             f             1             1657          3             966           Aavocado7.jpg
6             AcrossSecond1 Boundary      ACRICKET2.jpg AHIBACHI.jpg  f             j             0             1185          3             1191          Atoyblocks.jpg
6             AcrossFirst2  Boundary      Aspraybottle4.jpg           ACAROSLI2.jpg f             f             1             1337          2             865           ABEDROOM8.jpg
6             WithinThird1  SameContext   Atoyblocks.jpg              ATRACTWH6.jpg j             j             1             1647          3             1029          Aavocado7.jpg
6             WithinSecond1 SameContext   ABEDROOM8.jpg AIRONBOA8.jpg f             f             1             2413          4             904           ACAROSLI2.jpg
6             WithinFourth1 SameContext   ASEWING.jpg   Ababseat2.jpg f             f             1             1972          3             695           Alifeves2.jpg
6             AcrossSecond2 Boundary      AHEADSET.jpg  Aavocado7.jpg j             j             1             1451          2             1047          Atoyblocks.jpg
6             WithinFirst2  SameContext   Ashelf27.jpg  AELECBE17.jpg j             j             1             1630          2             836           Aantiquebuck2.jpg
6             WithinFourth2 SameContext   Axmastre5.jpg Aashtray67.jpg              f             f             1             1508          3             1334          Alifeves2.jpg
6             AcrossFirst1  Boundary      Aantiquejuke2.jpg           Abridge9.jpg  f             j             0             1596          3             1140          ABEDROOM8.jpg
6             AcrossThird1  Boundary      ACHEESEB3.jpg calculator.jpg              f             j             0             1752          2             834           ASEWING.jpg
6             AcrossThird2  Boundary      ATOILROL2.jpg Alifeves2.jpg j             f             0             1353          3             1281          ASEWING.jpg
6             WithinSecond2 SameContext   AICEUBETR.jpg Ahawk3.jpg    j             f             0             4336          4             1752          ACAROSLI2.jpg
6             WithinFirst1  SameContext   ATELEBO13.jpg Arose10.jpg   j             j             1             1622          2             693           Aantiquebuck2.jpg
7             WithinFirst1  SameContext   A_teabag.jpg  ASLED7.jpg    j             j             1             1325          3             990           AREDPLUM.jpg
7             WithinFourth2 SameContext   ASPOTLIG2.jpg Astreetlampwi.jpg           f             f             1             2008          2             865           Afirstaidkit3.jpg
7             WithinThird2  SameContext   anvil.jpg     ABANJO5.jpg   j             j             1             2183          1             474           AGOAT10.jpg
7             AcrossSecond1 Boundary      Achampagnebo2.jpg           butterflycross-stitch.jpg   f             f             1             2277          2             484           ATISSUE.jpg
7             WithinSecond2 SameContext   A95CHEROK.jpg ATAPEDIS7.jpg f             f             1             2368          3             468           baseballbat04.jpg
7             AcrossFirst1  Boundary      AWEIGHT11.jpg Agardeningpai.jpg           f             j             0             2696          2             505           Ablackboardw3.jpg
7             AcrossFirst2  Boundary      AALTIRE2.jpg  baseballbat04.jpg           j             j             1             2012          2             1748          Ablackboardw3.jpg
7             AcrossThird1  Boundary      Agiftbag20.jpg              APINGPON3.jpg j             f             0             1235          3             743           ABLACSUI3.jpg
7             WithinSecond1 SameContext   Ablackboardw3.jpg           Abinder6.jpg  j             f             0             2929          2             850           baseballbat04.jpg
7             WithinFourth1 SameContext   ABLACSUI3.jpg ACANE2.jpg    j             j             1             1305          1             538           Afirstaidkit3.jpg
7             AcrossSecond2 Boundary      Awomansshoe3.jpg            AGOAT10.jpg   j             f             0             1516          3             798           ATISSUE.jpg
7             AcrossThird2  Boundary      camel.jpg     Afirstaidkit3.jpg           j             f             0             4086          3             894           ABLACSUI3.jpg
7             WithinFirst2  SameContext   ACAFLATT3.jpg chimp.jpg     j             j             1             3131          3             461           AREDPLUM.jpg
7             WithinThird1  SameContext   ATISSUE.jpg   ALOOFA.jpg    f             j             0             2185          2             764           AGOAT10.jpg
8             WithinFirst2  SameContext   Atoy33.jpg    ASOPRASAX.jpg j             j             1             1683          2             904           brown_bear.jpg
8             WithinThird2  SameContext   AGOLDCUP6.jpg ARASPBER2.jpg j             j             1             2492          1             996           APUTTER.jpg
